Text;ADJ;ADVB;INTJ;NOUN;PREP;VERB
арманда, слабо вскрикнув, падает навзничь и остается неподвижной на пороге исповедальни. шаррон исчезает. орган гудит успокоительно;0.05;0.15;0.0;0.25;0.05;0.2
возвращается в полумраке, как темный рыцарь;0.14285714285714285;0.0;0.0;0.2857142857142857;0.14285714285714285;0.14285714285714285
тьма;0.0;0.0;0.0;1.0;0.0;0.0
день. приемная короля. людовик, в темном кафтане с золотом, – у стола. перед ним – темный и измученный шаррон. на полу сидит справедливый сапожник – чинит башмак;0.15151515151515152;0.0;0.0;0.30303030303030304;0.15151515151515152;0.06060606060606061
звонит, говорит в пространство;0.0;0.0;0.0;0.2;0.2;0.4
шаррону;0.0;0.0;0.0;1.0;0.0;0.0
уходит;0.0;0.0;0.0;0.0;0.0;1.0
входит муаррон. глаза у него затравленные, запуган и имеет такой вид, точно он спал не раздеваясь. людовик, которого он видит так близко – впервые, очевидно, – производит на него большое впечатление;0.10526315789473684;0.07894736842105263;0.0;0.13157894736842105;0.05263157894736842;0.13157894736842105
вежливо;1.0;0.0;0.0;0.0;0.0;0.0
муаррон молчит;0.0;0.0;0.0;0.5;0.0;0.5
муаррон заплакал;0.0;0.0;0.0;0.5;0.0;0.5
механически;0.0;1.0;0.0;0.0;0.0;0.0
вздрогнул. пауза;0.0;0.0;0.0;0.3333333333333333;0.0;0.3333333333333333
наивно;0.0;1.0;0.0;0.0;0.0;0.0
муаррон пошел;0.0;0.0;0.0;0.5;0.0;0.5
звонит;0.0;0.0;0.0;0.0;0.0;1.0
лишь только муаррон скрылся за дверью, в других дверях появляется лагранж, вводит мольера и тотчас же скрывается. мольер в странном виде: воротник надет криво, парик в беспорядке, лицо свинцовое, руки трясутся, шпага висит криво;0.11904761904761904;0.023809523809523808;0.0;0.30952380952380953;0.09523809523809523;0.14285714285714285
испуганно улыбаясь;0.0;0.5;0.0;0.0;0.0;0.0
пауза;0.0;0.0;0.0;1.0;0.0;0.0
вынимает из кармана какой-то лоскут, заискивающе улыбается;0.1;0.1;0.0;0.2;0.1;0.2
мольер замер;0.0;0.0;0.0;0.5;0.0;0.5
пауза;0.0;0.0;0.0;1.0;0.0;0.0
опускаясь в кресло;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
уходит;0.0;0.0;0.0;0.0;0.0;1.0
заглянув в дверь;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
лагранж скрывается;0.0;0.0;0.0;0.5;0.0;0.5
сочувственно;0.0;1.0;0.0;0.0;0.0;0.0
машинально берет яблоко;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0;0.3333333333333333
шаррон входит и останавливается, долго смотрит на мольера. у шаррона удовлетворенно мерцают глаза;0.0;0.13333333333333333;0.0;0.26666666666666666;0.13333333333333333;0.26666666666666666
при виде шаррона начинает оживать – до этого он лежал грудью на столе. приподнимается, глаза заблестели;0.05555555555555555;0.0;0.0;0.2777777777777778;0.16666666666666666;0.2222222222222222
вынимает шпагу;0.0;0.0;0.0;0.5;0.0;0.5
мерцая;0.0;0.0;0.0;0.0;0.0;0.0
зловеще оглядывается;0.0;0.5;0.0;0.0;0.0;0.5
из-за двери выходит одноглазый с тростью;0.125;0.0;0.0;0.25;0.375;0.125
молча подходит к мольеру, наступает ему на ногу;0.0;0.1111111111111111;0.0;0.2222222222222222;0.2222222222222222;0.2222222222222222
машинально;0.0;1.0;0.0;0.0;0.0;0.0
напряженно;0.0;1.0;0.0;0.0;0.0;0.0
лагранж вошел в это мгновение;0.0;0.0;0.0;0.4;0.2;0.2
изменился в лице;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
волнуясь;0.0;0.0;0.0;0.0;0.0;0.0
мольеру;0.0;0.0;0.0;1.0;0.0;0.0
в ужасе;0.0;0.0;0.0;0.5;0.5;0.0
зловеще-весело;0.0;0.6666666666666666;0.0;0.0;0.0;0.0
лагранжу;0.0;0.0;0.0;1.0;0.0;0.0
мольеру;0.0;0.0;0.0;1.0;0.0;0.0
вынимает шпагу, пробует конец;0.0;0.0;0.0;0.4;0.0;0.4
кричит негромко и протяжно;0.0;0.5;0.0;0.0;0.0;0.25
крестит воздух шпагой;0.0;0.0;0.0;0.6666666666666666;0.0;0.3333333333333333
легко взлетает на лестницу и оттуда смотрит на поединок;0.0;0.2222222222222222;0.0;0.2222222222222222;0.2222222222222222;0.2222222222222222
одноглазый схватывает справедливого сапожника за шиворот, и тот умолкает. одноглазый бросается на мольера. мольер, отмахиваясь шпагой, прячется за стол. одноглазый вскакивает на стол;0.1724137931034483;0.0;0.0;0.2413793103448276;0.13793103448275862;0.1724137931034483
мольер бросает шпагу, опускается на пол;0.0;0.0;0.0;0.42857142857142855;0.14285714285714285;0.2857142857142857
одноглазому;1.0;0.0;0.0;0.0;0.0;0.0
мольеру;0.0;0.0;0.0;1.0;0.0;0.0
вкладывает шпагу в ножны;0.0;0.0;0.0;0.5;0.25;0.25
справедливый сапожник вдруг срывается с места и исчезает. лагранж поднимает мольера с полу, схватывает шпагу и увлекает мольера вон. одноглазый смотрит им вслед;0.07692307692307693;0.11538461538461539;0.0;0.3076923076923077;0.07692307692307693;0.23076923076923078
сходит с лестницы с горящими глазами. пауза;0.0;0.0;0.0;0.375;0.25;0.125
вдруг плюнул в одноглазого;0.25;0.25;0.0;0.0;0.25;0.25
одноглазый до того оторопел, что в ответ плюнул в шаррона. дверь открылась, и влетел взволнованный справедливый сапожник, за ним вошел людовик. ссорящиеся до того увлеклись, что не сразу перестали плевать. четверо долго и тупо смотрели друг на друга;0.1111111111111111;0.06666666666666667;0.0;0.15555555555555556;0.13333333333333333;0.17777777777777778
скрывается, закрыв за собой дверь;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666
занавес;0.0;0.0;0.0;1.0;0.0;0.0
квартира мольера. вечер. свечи в канделябрах, таинственные тени на стенах. беспорядок. разбросаны рукописи. мольер, в колпаке, в белье, в халате, сидит в громадном кресле. бутон – в другом. на столе две шпаги и пистолет. на другом столе ужин и вино, к которому бутон время от времени прикладывается. лагранж в темном плаще ходит взад и вперед и не то ноет, не то что-то напевает, за ним по стене ходит темная рыцарская тень;0.06666666666666667;0.022222222222222223;0.0;0.32222222222222224;0.15555555555555556;0.07777777777777778
горькая пауза. затем слышен скрип лестницы. дверь открывается, и входит муаррон. он не в кафтане, а в какой-то грязной куртке. потерт, небрит и полупьян, в руке фонарь. сидящие прикладывают руки козырьком к глазам. когда муаррона узнали, лагранж схватывает со стола пистолет, мольер бьет лагранжа по руке, лагранж стреляет и попадает в потолок. муаррон, ничуть не удивившись, вяло посмотрел в то место, куда попала пуля. лагранж, хватаясь за что попало, разбивает кувшин, бросается на муаррона, валит его на землю и начинает душить;0.06666666666666667;0.02857142857142857;0.009523809523809525;0.2761904761904762;0.10476190476190476;0.14285714285714285
рыча;0.0;0.0;0.0;0.0;0.0;0.0
страдальчески;0.0;1.0;0.0;0.0;0.0;0.0
вдвоем с бутоном оттаскивают лагранжа от муаррона. лагранжу;0.0;0.1111111111111111;0.0;0.4444444444444444;0.2222222222222222;0.1111111111111111
пауза;0.0;0.0;0.0;1.0;0.0;0.0
муаррон утвердительно кивает;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0;0.3333333333333333
закутывается в плащ и умолкает;0.0;0.0;0.0;0.2;0.2;0.4
муаррон утвердительно кивает головой лагранжу, становится перед мольером на колени и кланяется в землю;0.0;0.06666666666666667;0.0;0.4;0.2;0.2
муаррон вторично кланяется;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0;0.3333333333333333
вынимает из кармана веревку;0.0;0.0;0.0;0.5;0.25;0.25
горько;0.0;1.0;0.0;0.0;0.0;0.0
глотнув вина;0.0;0.0;0.0;0.5;0.0;0.0
муаррон заплакал;0.0;0.0;0.0;0.5;0.0;0.5
раскрыв свой плащ;0.3333333333333333;0.0;0.0;0.3333333333333333;0.0;0.0
ему;0.0;0.0;0.0;0.0;0.0;0.0
пауза. муаррону;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
пауза. муаррон поднялся. пауза;0.0;0.0;0.0;0.5;0.0;0.16666666666666666
муаррон махнул рукой;0.0;0.0;0.0;0.6666666666666666;0.0;0.3333333333333333
ворчит;0.0;0.0;0.0;0.0;0.0;1.0
бутону;0.0;0.0;0.0;1.0;0.0;0.0
муаррону;0.0;0.0;0.0;1.0;0.0;0.0
бия себя в грудь;0.0;0.0;0.0;0.5;0.25;0.0
высунув ухо из плаща;0.0;0.0;0.0;0.5;0.25;0.0
мольеру;0.0;0.0;0.0;1.0;0.0;0.0
лагранжу;0.0;0.0;0.0;1.0;0.0;0.0
лагранжу;0.0;0.0;0.0;1.0;0.0;0.0
вздрагивает;0.0;0.0;0.0;0.0;0.0;1.0
лагранжу;0.0;0.0;0.0;1.0;0.0;0.0
лагранж и муаррон берут оружие и фонарь и уходят. пауза;0.0;0.0;0.0;0.45454545454545453;0.0;0.18181818181818182
бутону;0.0;0.0;0.0;1.0;0.0;0.0
тоскует;0.0;0.0;0.0;0.0;0.0;1.0
плаксиво;1.0;0.0;0.0;0.0;0.0;0.0
дверь открывается, и в ней появляется голова старухи ренэ;0.0;0.0;0.0;0.4;0.1;0.2
испуганно;0.0;1.0;0.0;0.0;0.0;0.0
ренэ скрывается. пауза;0.0;0.0;0.0;0.5;0.0;0.25
мольер вдруг забирается под одеяло и скрывается под ним с головой;0.0;0.09090909090909091;0.0;0.2727272727272727;0.2727272727272727;0.18181818181818182
неестественно громко и фальшиво, как бы продолжая беседу;0.0;0.3333333333333333;0.0;0.1111111111111111;0.0;0.0
под одеялом;0.0;0.0;0.0;0.5;0.5;0.0
фальшивым голосом;0.5;0.0;0.0;0.5;0.0;0.0
в окно стучат. мольер тревожно высовывает голову из-под одеяла. бутон осторожно открывает окно, и в окне появляется встревоженный муаррон с фонарем;0.038461538461538464;0.038461538461538464;0.0;0.34615384615384615;0.19230769230769232;0.15384615384615385
уборная актеров в пале-рояле. и так же по-прежнему висит, старая зеленая афиша, и так же у распятия горит лампадка и зеленый фонарь у лагранжа. но за занавесами слышны гул и свистки. в кресле сидит мольер, в халате и колпаке, в гриме с карикатурным носом. мольер возбужден, в странном состоянии, как будто пьян. возле него – в черных костюмах врачей, но без грима лагранж и дю круази. валяются карикатурные маски врачей;0.11494252873563218;0.011494252873563218;0.0;0.3103448275862069;0.13793103448275862;0.04597701149425287
"дверь открывается, и вбегает бутон; муаррон в начале сцены стоит неподвижно в отдалении, в черном плаще";0.0;0.05263157894736842;0.0;0.42105263157894735;0.15789473684210525;0.15789473684210525
лагранжу;0.0;0.0;0.0;1.0;0.0;0.0
ему;0.0;0.0;0.0;0.0;0.0;0.0
заглянув в дверь;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
подчеркнуто громко;0.0;0.5;0.0;0.0;0.0;0.0
скрывается;0.0;0.0;0.0;0.0;0.0;1.0
шепотом бутону;0.0;0.5;0.0;0.5;0.0;0.0
бутону;0.0;0.0;0.0;1.0;0.0;0.0
свист и грохот за занавесами;0.0;0.0;0.0;0.6;0.2;0.0
зловеще;0.0;1.0;0.0;0.0;0.0;0.0
пауза;0.0;0.0;0.0;1.0;0.0;0.0
утихнув;0.0;0.0;0.0;0.0;0.0;0.0
испуганно;0.0;1.0;0.0;0.0;0.0;0.0
бросается к муаррону и прячется у него в плаще;0.0;0.0;0.0;0.2222222222222222;0.3333333333333333;0.2222222222222222
муаррон, оскалив зубы, молчит, обняв мольера;0.0;0.0;0.0;0.3333333333333333;0.0;0.1111111111111111
шепотом;0.0;1.0;0.0;0.0;0.0;0.0
выглянув из плаща, робко;0.0;0.2;0.0;0.2;0.2;0.0
молчание. дверь открывается, и вбегает риваль. она в оригинальном костюме, по обыкновению полуобнажена, на голове шляпа врача, очки колесами;0.04;0.0;0.0;0.4;0.12;0.08
долго смотрит на мольера;0.0;0.25;0.0;0.25;0.25;0.25
вылезая из плаща;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
целует его;0.0;0.0;0.0;0.0;0.0;0.5
мутно;0.0;1.0;0.0;0.0;0.0;0.0
подумав;0.0;0.0;0.0;0.0;0.0;0.0
как-то нелепо двинул ногой;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.16666666666666666
вдруг вздрогнул и резко изменился;0.0;0.4;0.0;0.0;0.0;0.4
хором;0.0;1.0;0.0;0.0;0.0;0.0
дю круази, лагранж и муаррон схватывают маски и скрываются. мольер обнимает риваль, и та исчезает. мольер снимает халат. бутон открывает занавес, отделяющий нас от сцены. на сцене громадная кровать, белая статуя, темный портрет на стене, столик с колокольчиком. люстры загорожены зелеными экранами, и от этого на сцене ночной уютный свет. в будке загораются свечи, в ней появляется суфлер. за главным занавесом шумит зрительный зал, изредка взмывают зловещие свистки. мольер, резко изменившись, с необыкновенной легкостью взлетает на кровать, укладывается, накрывается одеялом;0.09900990099009901;0.019801980198019802;0.0;0.32673267326732675;0.10891089108910891;0.12871287128712872
суфлеру, шепотом;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0;0.0
раздается удар гонга, за занавесом стихает зал. начинается веселая таинственная музыка. мольер под нее захрапел. с шорохом упал громадный занавес. чувствуется, что театр переполнен. в крайней золоченой ложе громоздятся какие-то смутные лица. в музыке громовой удар литавр, и из полу вырастает лагранж с невероятным носом, в черном колпаке, заглядывает мольеру в лицо;0.13846153846153847;0.0;0.0;0.35384615384615387;0.13846153846153847;0.13846153846153847
в ужасе;0.0;0.0;0.0;0.5;0.5;0.0
музыка;0.0;0.0;0.0;1.0;0.0;0.0
садится в ужасе на кровати;0.0;0.0;0.0;0.4;0.4;0.2
портрет на стене разрывается, и из него высовывается дю круази пьяная харя с красным носом, в докторских очках и колпаке;0.13636363636363635;0.0;0.0;0.3181818181818182;0.18181818181818182;0.09090909090909091
портрету;0.0;0.0;0.0;1.0;0.0;0.0
пьяным басом;0.0;0.0;0.0;1.0;0.0;0.0
статуя разваливается, и из нее вылетает риваль;0.0;0.0;0.0;0.375;0.125;0.25
"в зале ""га-га-га!"" из полу вырастает чудовище – врач неимоверного роста";0.058823529411764705;0.0;0.0;0.47058823529411764;0.11764705882352941;0.058823529411764705
звонит;0.0;0.0;0.0;0.0;0.0;1.0
подушки на кровати взрываются, и в изголовье вырастает муаррон;0.0;0.0;0.0;0.4;0.2;0.2
падает третий, дальний занавес, и за ним вырастает хор врачей и аптекарей в смешных и странных масках;0.21052631578947367;0.0;0.0;0.2631578947368421;0.10526315789473684;0.10526315789473684
грянул;0.0;0.0;0.0;0.0;0.0;1.0
"в зале: ""га-га-га!..""";0.0;0.0;0.0;0.4;0.1;0.0
из ложи внезапно показывается одноглазый, садится на борт ее и застывает в позе ожиданья;0.06666666666666667;0.06666666666666667;0.0;0.26666666666666666;0.2;0.2
грянул;0.0;0.0;0.0;0.0;0.0;1.0
внезапно падает смешно;0.0;0.6666666666666666;0.0;0.0;0.0;0.3333333333333333
"в зале: ""га-га-га!..""";0.0;0.0;0.0;0.4;0.1;0.0
затихает;0.0;0.0;0.0;0.0;0.0;1.0
музыка играет еще несколько моментов, потом разваливается. в ответ на удар литавр в уборной мольера вырастает страшная монашка;0.1;0.1;0.0;0.35;0.15;0.15
гнусаво;1.0;0.0;0.0;0.0;0.0;0.0
быстро собирает все костюмы мольера и исчезает с ними;0.1111111111111111;0.1111111111111111;0.0;0.2222222222222222;0.1111111111111111;0.2222222222222222
на сцене смятение;0.0;0.0;0.0;0.6666666666666666;0.3333333333333333;0.0
сняв маску, у рампы;0.0;0.0;0.0;0.4;0.2;0.0
волнуется;0.0;0.0;0.0;0.0;0.0;1.0
"тишина. потом крик из ложи: ""деньги обратно!"" свист и гул";0.0;0.14285714285714285;0.0;0.42857142857142855;0.07142857142857142;0.0
сняв маску;0.0;0.0;0.0;0.5;0.0;0.0
вынимает шпагу, пробует ее конец;0.0;0.0;0.0;0.3333333333333333;0.0;0.3333333333333333
на сцене, задушенно;0.0;0.25;0.0;0.25;0.25;0.0
указывая на ложу;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
тишина;0.0;0.0;0.0;1.0;0.0;0.0
одноглазому;1.0;0.0;0.0;0.0;0.0;0.0
одноглазый, вынув шпагу, поднимается на сцену;0.125;0.0;0.0;0.25;0.125;0.125
идет, как кошка, ему навстречу;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0;0.14285714285714285
поравнявшись с мольером, глядит на него, втыкает шпагу в пол, поворачивается и уходит со сцены;0.0;0.0;0.0;0.2222222222222222;0.2222222222222222;0.2222222222222222
суфлер внезапно в будке заплакал. одноглазый глядит на мольера, вкладывает шпагу в ножны и уходит со сцены;0.05263157894736842;0.05263157894736842;0.0;0.3157894736842105;0.21052631578947367;0.21052631578947367
бутону;0.0;0.0;0.0;1.0;0.0;0.0
хор вышел из оцепенения, врачи и аптекари бросаются к мольеру, окружают его страшной толпой, и он исчезает. бутон закрыл наконец занавес, и за ним заревел зал. бутон выбежал вслед за группой, унесшей мольера;0.025;0.05;0.0;0.3;0.1;0.175
говорит в разрез занавеса;0.0;0.0;0.0;0.5;0.25;0.25
в другом разрезе;0.0;0.0;0.0;0.6666666666666666;0.3333333333333333;0.0
занавес вздувается, любопытные пытаются лезть на сцену;0.125;0.0;0.0;0.25;0.125;0.375
в третьем разрезе;0.0;0.0;0.0;0.6666666666666666;0.3333333333333333;0.0
дю круази тушит люстры, шпагой сбивая свечи. гул в зале несколько стихает;0.0;0.07142857142857142;0.0;0.42857142857142855;0.07142857142857142;0.14285714285714285
в разрезе;0.0;0.0;0.0;0.5;0.5;0.0
последняя свеча гаснет, и сцена погружается во тьму. все исчезает. выступает свет у распятия. сцена открыта, темна и пуста. невдалеке от зеркала мольера сидит скорчившись темная фигура. на сцене выплывает фонарь, идет темный лагранж;0.16666666666666666;0.023809523809523808;0.0;0.2857142857142857;0.09523809523809523;0.16666666666666666
важным и суровым голосом;0.5;0.0;0.0;0.25;0.0;0.0
проходит к себе, садится, освещается зеленым светом, разворачивает книгу, говорит и пишет;0.0625;0.0;0.0;0.125;0.0625;0.375
пауза;0.0;0.0;0.0;1.0;0.0;0.0
думает;0.0;0.0;0.0;0.0;0.0;1.0
пишет и угасает во тьме;0.0;0.0;0.0;0.2;0.2;0.4
конец;0.0;0.0;0.0;1.0;0.0;0.0
семира и избрана;0.0;0.0;0.0;0.3333333333333333;0.0;0.0
оскольд, семира, избрана, возвед и воины;0.0;0.0;0.0;0.4444444444444444;0.0;0.0
возведу;0.0;0.0;0.0;0.0;0.0;1.0
оскольд, семира и избрана;0.0;0.0;0.0;0.4;0.0;0.0
оскольд и ростислав;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
олег и семира;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
олег, семира и ростислав;0.0;0.0;0.0;0.6;0.0;0.0
ростислав всходит на театр, когда семира последние полтора стиха говорити стала;0.08333333333333333;0.0;0.0;0.4166666666666667;0.08333333333333333;0.16666666666666666
олег и ростислав;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
олег, ростислав и витозар;0.0;0.0;0.0;0.6;0.0;0.0
олегу;0.0;0.0;0.0;1.0;0.0;0.0
немного отошед;0.0;0.5;0.0;0.5;0.0;0.0
олег, ростислав, витозар и возвед;0.0;0.0;0.0;0.5714285714285714;0.0;0.0
возведу;0.0;0.0;0.0;0.0;0.0;1.0
витозару, указывая на возведа;0.0;0.0;0.0;0.4;0.2;0.0
витозару;0.0;0.0;0.0;1.0;0.0;0.0
олег и ростислав;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
один;1.0;0.0;0.0;0.0;0.0;0.0
олег, ростислав, оскольд и воины;0.0;0.0;0.0;0.5714285714285714;0.0;0.0
ростиславу;0.0;0.0;0.0;1.0;0.0;0.0
оскольд, ростислав и воины;0.0;0.0;0.0;0.6;0.0;0.0
олег, имея в руках бумагу, оскольд и ростислав;0.0;0.0;0.0;0.5;0.1;0.0
воинам;0.0;0.0;0.0;1.0;0.0;0.0
олег и ростислав;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
один;1.0;0.0;0.0;0.0;0.0;0.0
садится оскольду смерть подписывать;0.0;0.0;0.0;0.5;0.0;0.5
подписывает;0.0;0.0;0.0;0.0;0.0;1.0
раздирая указ. восстает;0.0;0.0;0.0;0.25;0.0;0.25
в цепях;0.0;0.0;0.0;0.5;0.5;0.0
оскольд и избрана;0.0;0.0;0.0;0.3333333333333333;0.0;0.0
оскольд, семира и избрана;0.0;0.0;0.0;0.4;0.0;0.0
падает в руки к избране;0.0;0.0;0.0;0.4;0.4;0.2
семира и избрана;0.0;0.0;0.0;0.3333333333333333;0.0;0.0
одна;1.0;0.0;0.0;0.0;0.0;0.0
семира и ростислав;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
выхватив меч из ножен его;0.0;0.0;0.0;0.4;0.2;0.0
бросясь к ней и став на колени;0.0;0.0;0.0;0.14285714285714285;0.2857142857142857;0.0
возносит руку, чтоб заколоться;0.0;0.0;0.0;0.2;0.0;0.4
в самой скорости восстав с коленей и удержав руку ея;0.1;0.0;0.0;0.4;0.2;0.0
отдав ему меч;0.0;0.0;0.0;0.3333333333333333;0.0;0.0
один;1.0;0.0;0.0;0.0;0.0;0.0
семира и избрана;0.0;0.0;0.0;0.3333333333333333;0.0;0.0
оскольд, семира и избрана;0.0;0.0;0.0;0.4;0.0;0.0
семира и избрана;0.0;0.0;0.0;0.3333333333333333;0.0;0.0
олег, семира и избрана;0.0;0.0;0.0;0.4;0.0;0.0
олег, ростислав и семира;0.0;0.0;0.0;0.6;0.0;0.0
воины входят;0.0;0.0;0.0;0.5;0.0;0.5
становяся на колени;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
семире;0.0;0.0;0.0;1.0;0.0;0.0
олегу;0.0;0.0;0.0;1.0;0.0;0.0
семире;0.0;0.0;0.0;1.0;0.0;0.0
отдавая меч олегу, который меч его отдает потом воинам;0.1;0.1;0.0;0.4;0.0;0.1
семире;0.0;0.0;0.0;1.0;0.0;0.0
олег, семира и избрана;0.0;0.0;0.0;0.4;0.0;0.0
в самое то время, в которое ростислав отходит, пред олегом становяся на колени;0.13333333333333333;0.0;0.0;0.26666666666666666;0.26666666666666666;0.06666666666666667
ее подымая;0.0;0.0;0.0;0.0;0.0;0.0
хочет идти;0.0;0.0;0.0;0.0;0.0;1.0
семира и избрана;0.0;0.0;0.0;0.3333333333333333;0.0;0.0
семира и избрана;0.0;0.0;0.0;0.3333333333333333;0.0;0.0
семира, ростислав и избрана;0.0;0.0;0.0;0.4;0.0;0.0
те же и воин с ростиславовым мечем;0.2857142857142857;0.0;0.0;0.14285714285714285;0.14285714285714285;0.14285714285714285
отходя;0.0;0.0;0.0;0.0;0.0;0.0
семира и избрана;0.0;0.0;0.0;0.3333333333333333;0.0;0.0
одна;1.0;0.0;0.0;0.0;0.0;0.0
семира и избрана;0.0;0.0;0.0;0.3333333333333333;0.0;0.0
семира, избрана и витозар;0.0;0.0;0.0;0.4;0.0;0.0
витозару;0.0;0.0;0.0;1.0;0.0;0.0
те ж и ростислав;0.25;0.0;0.0;0.25;0.0;0.0
олег, ростислав, семира, оскольд, которого ведут два из его воинов, витозар, избрана и олеговы воины;0.09523809523809523;0.0;0.0;0.3333333333333333;0.047619047619047616;0.047619047619047616
бросается к оскольду;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
олегу;0.0;0.0;0.0;1.0;0.0;0.0
ростиславу, указывая на семиру;0.0;0.0;0.0;0.4;0.2;0.0
семире;0.0;0.0;0.0;1.0;0.0;0.0
оскольд умирает и сносится;0.0;0.0;0.0;0.25;0.0;0.5
падает в руки к избране;0.0;0.0;0.0;0.4;0.4;0.2
семире;0.0;0.0;0.0;1.0;0.0;0.0
конец трагедии;0.0;0.0;0.0;1.0;0.0;0.0
анна павловна, полная седая дама, в корсете, сидит одна за чайным столом;0.26666666666666666;0.0;0.0;0.3333333333333333;0.13333333333333333;0.06666666666666667
анна павловна и няня с чайником;0.0;0.0;0.0;0.6666666666666666;0.16666666666666666;0.0
те же и саша;0.25;0.0;0.0;0.25;0.0;0.0
входит. к няне;0.0;0.0;0.0;0.25;0.25;0.25
уходит;0.0;0.0;0.0;0.0;0.0;1.0
анна павловна и саша;0.0;0.0;0.0;0.75;0.0;0.0
те же. входит горничная;0.2;0.0;0.0;0.2;0.0;0.2
удивленно;0.0;1.0;0.0;0.0;0.0;0.0
саше;0.0;0.0;0.0;1.0;0.0;0.0
качая головой, к горничной;0.2;0.0;0.0;0.2;0.2;0.0
горничная берет самовар и уходит;0.0;0.0;0.0;0.4;0.0;0.4
анна павловна и саша;0.0;0.0;0.0;0.75;0.0;0.0
к саше, которая встала и хочет идти;0.125;0.0;0.0;0.125;0.125;0.375
напевает и уходит;0.0;0.0;0.0;0.0;0.0;0.6666666666666666
анна павловна одна;0.3333333333333333;0.0;0.0;0.6666666666666666;0.0;0.0
покачивает головой и бормочет;0.0;0.0;0.0;0.25;0.0;0.5
анна павловна и горничная;0.0;0.0;0.0;0.75;0.0;0.0
входит;0.0;0.0;0.0;0.0;0.0;1.0
горничная проходит во внутреннюю дверь;0.2;0.0;0.0;0.4;0.2;0.2
анна павловна и виктор каренин;0.0;0.0;0.0;0.8;0.0;0.0
входит, здоровается с анной павловной;0.0;0.0;0.0;0.3333333333333333;0.16666666666666666;0.3333333333333333
грустно;0.0;1.0;0.0;0.0;0.0;0.0
оглядывается на дверь и торопится рассказать;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.5
те же. входят саша и лиза;0.14285714285714285;0.0;0.0;0.2857142857142857;0.0;0.14285714285714285
здоровается с сестрами;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
саше;0.0;0.0;0.0;1.0;0.0;0.0
уходит с сашей;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
лиза и каренин;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
удерживает слезы;0.0;0.0;0.0;0.5;0.0;0.5
удивленно;0.0;1.0;0.0;0.0;0.0;0.0
встает;0.0;0.0;0.0;0.0;0.0;1.0
выжидает, потом кланяется и уходит;0.0;0.16666666666666666;0.0;0.0;0.0;0.5
лиза одна;0.5;0.0;0.0;0.5;0.0;0.0
лиза, входит саша;0.0;0.0;0.0;0.5;0.0;0.25
лиза делает утвердительный знак головой;0.2;0.0;0.0;0.6;0.0;0.2
лиза молчит;0.0;0.0;0.0;0.5;0.0;0.5
уходит, хлопая дверью;0.0;0.0;0.0;0.25;0.0;0.25
лиза и саша;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
падает на стул;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
те же и анна павловна;0.2;0.0;0.0;0.4;0.0;0.0
молча проходит;0.0;0.5;0.0;0.0;0.0;0.5
уходит за ней и подмигивает сестре;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3333333333333333
занавес;0.0;0.0;0.0;1.0;0.0;0.0
комната у цыган. хор поет «канавелу». федя лежит на диване ничком, без сюртука. афремов на стуле верхом против запевалы. офицер у стола, на котором стоит шампанское и стаканы. тут же музыкант записывает;0.05;0.075;0.0;0.35;0.175;0.1
поднимается;0.0;0.0;0.0;0.0;0.0;1.0
опять ложится;0.0;0.5;0.0;0.0;0.0;0.5
к музыканту;0.0;0.0;0.0;0.5;0.5;0.0
подзывает к цыганке, которая смотрит;0.16666666666666666;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3333333333333333
напевает;0.0;0.0;0.0;0.0;0.0;1.0
поднимаясь;0.0;0.0;0.0;0.0;0.0;0.0
